video_name,male_count,female_count,final
v_Billiards_g47_c01,42,8,male
v_Billiards_g48_c01,48,2,male
v_Billiards_g49_c01,49,1,male
v_Billiards_g50_c01,47,3,male
v_Billiards_g51_c01,50,0,male
v_Billiards_g52_c01.,13,37,female
v_Billiards_g53_c01,47,3,male
v_Billiards_g54_c01,46,4,male
v_Billiards_g55_c01,49,1,male
v_Billiards_g56_c01.,49,1,male
v_Billiards_g57_c01.,47,3,male
v_Billiards_g58_c01.,38,12,male
v_Billiards_g59_c01.,50,0,male
v_Billiards_g60_c01,49,1,male
v_Billiards_g61_c01,46,4,male
v_Billiards_g62_c01,16,34,female
v_Billiards_g63_c01,25,25,uncertain
v_Billiards_g64_c01,49,1,male
v_Billiards_g65_c01,41,9,male
v_Billiards_g66_c01.,27,23,male
v_Billiards_g67_c01,22,28,female
v_Billiards_g68_c01,49,1,male
v_BlowDryHair_g01_c01,1,49,female
v_BlowDryHair_g02_c01,0,50,female
v_BlowDryHair_g03_c01,17,33,female
v_BlowDryHair_g04_c01,46,4,male
v_BlowDryHair_g05_c01,50,0,male
v_BlowDryHair_g06_c01,50,0,male
v_BlowDryHair_g07_c01,3,47,female
v_BlowDryHair_g08_c01,0,50,female
v_BlowDryHair_g09_c01.,3,47,female
v_BlowDryHair_g10_c01,20,30,female
v_BlowDryHair_g11_c01.,28,22,male
v_BlowDryHair_g12_c01,33,17,male
v_BlowDryHair_g13_c01,38,12,male
v_BlowDryHair_g14_c01.,0,50,female
v_BlowDryHair_g15_c01,49,1,male
v_BlowDryHair_g16_c01,47,3,male
v_BlowDryHair_g17_c01,50,0,male
v_BlowDryHair_g18_c01.,45,5,male
v_BlowDryHair_g19_c01,46,4,male
v_BlowDryHair_g20_c01.,50,0,male
v_BlowDryHair_g21_c01,6,44,female
v_BlowDryHair_g22_c01.,49,1,male
v_BlowDryHair_g23_c01,5,45,female
v_BlowDryHair_g24_c01,11,39,female
v_BlowDryHair_g25_c01,12,38,female
v_BlowDryHair_g26_c01,50,0,male
v_BlowDryHair_g27_c01,1,49,female
v_BlowDryHair_g28_c01,18,32,female
v_BlowDryHair_g29_c01,50,0,male
v_BlowDryHair_g30_c01,38,12,male
v_BlowDryHair_g31_c01,5,45,female
v_BlowDryHair_g32_c01,31,19,male
v_BlowDryHair_g33_c01,26,24,male
v_BlowDryHair_g34_c01,50,0,male
v_BlowDryHair_g35_c01,0,50,female
v_BlowDryHair_g36_c01,0,50,female
v_BlowDryHair_g37_c01,50,0,male
v_BlowDryHair_g38_c01,0,50,female
v_BlowDryHair_g39_c01.,0,50,female
v_BlowingCandles_g01_c01.,50,0,male
v_BlowingCandles_g02_c01,35,15,male
v_BlowingCandles_g03_c01,49,1,male
v_BlowingCandles_g04_c01.,50,0,male
v_BlowingCandles_g05_c01,27,23,male
v_BlowingCandles_g06_c01,20,30,female
v_BlowingCandles_g07_c01.,19,31,female
v_BlowingCandles_g08_c01,2,48,female
v_BlowingCandles_g09_c01,25,25,uncertain
v_BlowingCandles_g10_c01,33,17,male
v_BlowingCandles_g11_c01,24,26,female
v_BlowingCandles_g12_c01,27,23,male
v_BlowingCandles_g13_c01.,19,31,female
v_BlowingCandles_g14_c01,23,27,female
v_BlowingCandles_g15_c01,39,11,male
v_BlowingCandles_g16_c01.,30,20,male
v_BlowingCandles_g17_c01,21,29,female
v_BlowingCandles_g18_c01,37,13,male
v_BlowingCandles_g19_c01.,4,46,female
v_BlowingCandles_g20_c01,35,15,male
v_BlowingCandles_g21_c01,19,31,female
v_BlowingCandles_g22_c01.,30,20,male
v_BlowingCandles_g23_c01.,35,15,male
v_BlowingCandles_g24_c01,21,29,female
v_BlowingCandles_g25_c01,48,2,male
v_BlowingCandles_g26_c01,41,9,male
v_BlowingCandles_g27_c01,34,16,male
v_BlowingCandles_g28_c01,18,32,female
v_BlowingCandles_g29_c01,47,3,male
v_BlowingCandles_g30_c01,6,44,female
v_BlowingCandles_g31_c01,11,39,female
v_BlowingCandles_g32_c01,49,1,male
v_BlowingCandles_g33_c01,17,33,female
v_BlowingCandles_g34_c01,50,0,male
v_BlowingCandles_g35_c01,28,22,male
v_BlowingCandles_g36_c01,50,0,male
v_BlowingCandles_g37_c01,13,37,female
v_BlowingCandles_g38_c01.,34,16,male
v_BlowingCandles_g39_c01,40,10,male
v_BlowingCandles_g40_c01,28,22,male
v_BlowingCandles_g41_c01.,47,3,male
v_BlowingCandles_g42_c01,14,36,female
v_BlowingCandles_g43_c01,21,29,female
v_BlowingCandles_g44_c01.,45,5,male
v_BlowingCandles_g45_c01,35,15,male
v_BlowingCandles_g46_c01,50,0,male
v_BlowingCandles_g47_c01,1,49,female
v_BlowingCandles_g48_c01,35,15,male
v_BlowingCandles_g49_c01,43,7,male
v_BlowingCandles_g50_c01,4,46,female
v_BlowingCandles_g51_c01,7,43,female
v_BlowingCandles_g52_c01,46,4,male
v_BlowingCandles_g53_c01,50,0,male
v_BlowingCandles_g54_c01.,50,0,male
v_BlowingCandles_g55_c01,42,8,male
v_BlowingCandles_g56_c01.,14,36,female
v_BlowingCandles_g57_c01,50,0,male
v_BlowingCandles_g58_c01.,24,26,female
v_BlowingCandles_g59_c01.,45,5,male
v_BodyWeightSquats_g01_c01,14,36,female
v_BodyWeightSquats_g02_c01.,0,50,female
v_BodyWeightSquats_g03_c01,43,7,male
v_BodyWeightSquats_g04_c01.,50,0,male
v_BodyWeightSquats_g05_c01,43,7,male
v_BodyWeightSquats_g06_c01,47,3,male
v_BodyWeightSquats_g07_c01.,47,3,male
v_BodyWeightSquats_g08_c01,48,2,male
v_BodyWeightSquats_g09_c01,46,4,male
v_BodyWeightSquats_g10_c01,44,6,male
v_BodyWeightSquats_g11_c01,37,13,male
v_BodyWeightSquats_g12_c01,48,2,male
v_BodyWeightSquats_g13_c01,43,7,male
v_BodyWeightSquats_g14_c01.,43,7,male
v_BodyWeightSquats_g15_c01,50,0,male
v_BodyWeightSquats_g16_c01.,50,0,male
v_BodyWeightSquats_g17_c01.,49,1,male
v_BodyWeightSquats_g18_c01,50,0,male
v_BodyWeightSquats_g19_c01,50,0,male
v_BodyWeightSquats_g20_c01,50,0,male
v_BodyWeightSquats_g21_c01.,45,5,male
v_BodyWeightSquats_g22_c01.,43,7,male
v_BodyWeightSquats_g23_c01,48,2,male
v_BodyWeightSquats_g24_c01.,37,13,male
v_BodyWeightSquats_g25_c01,44,6,male
v_BodyWeightSquats_g26_c01,49,1,male
v_BodyWeightSquats_g27_c01,42,8,male
v_BodyWeightSquats_g28_c01.,2,48,female
v_BodyWeightSquats_g29_c01,50,0,male
v_BodyWeightSquats_g30_c01,44,6,male
v_BodyWeightSquats_g31_c01,50,0,male
v_BodyWeightSquats_g32_c01,50,0,male
v_BodyWeightSquats_g33_c01,0,50,female
v_BodyWeightSquats_g34_c01,47,3,male
v_BodyWeightSquats_g35_c01,48,2,male
v_BodyWeightSquats_g36_c01.,50,0,male
v_BodyWeightSquats_g37_c01,45,5,male
v_BodyWeightSquats_g38_c01.,50,0,male
v_BodyWeightSquats_g39_c01,50,0,male
v_BodyWeightSquats_g40_c01.,40,10,male
v_BodyWeightSquats_g41_c01,37,13,male
v_BodyWeightSquats_g42_c01,9,41,female
v_BodyWeightSquats_g43_c01,50,0,male
v_BodyWeightSquats_g44_c01,41,9,male
v_BodyWeightSquats_g45_c01,0,50,female
v_BodyWeightSquats_g46_c01.,46,4,male
v_BodyWeightSquats_g47_c01,24,26,female
v_BodyWeightSquats_g48_c01.,49,1,male
v_BodyWeightSquats_g49_c01,50,0,male
v_BodyWeightSquats_g50_c01,49,1,male
v_BodyWeightSquats_g51_c01.,40,10,male
v_BodyWeightSquats_g52_c01,50,0,male
v_BodyWeightSquats_g53_c01,30,20,male
v_BodyWeightSquats_g54_c01,28,22,male
v_BodyWeightSquats_g55_c01,47,3,male
v_BodyWeightSquats_g56_c01,50,0,male
v_BodyWeightSquats_g57_c01,50,0,male
v_BodyWeightSquats_g58_c01,48,2,male
v_BodyWeightSquats_g59_c01,46,4,male
v_BodyWeightSquats_g60_c01,48,2,male
v_BodyWeightSquats_g61_c01.,43,7,male
v_Bowling_g01_c01.,47,3,male
v_Bowling_g02_c01.,38,12,male
v_Bowling_g03_c01,35,15,male
v_Bowling_g04_c01,3,47,female
v_Bowling_g05_c01,7,43,female
v_Bowling_g06_c01,7,43,female
v_Bowling_g07_c01,40,10,male
v_Bowling_g08_c01,43,7,male
v_Bowling_g09_c01,46,4,male
v_Bowling_g100_c01,46,4,male
v_Bowling_g101_c01,43,7,male
v_Bowling_g102_c01,24,26,female
v_Bowling_g103_c01,3,47,female
v_Bowling_g104_c01,41,9,male
v_Bowling_g105_c01,39,11,male
v_Bowling_g106_c01,47,3,male
v_Bowling_g107_c01,50,0,male
v_Bowling_g108_c01,19,31,female
v_Bowling_g109_c01,48,2,male
v_Bowling_g10_c01,45,5,male
v_Bowling_g110_c01,42,8,male
v_Bowling_g111_c01,42,8,male
v_Bowling_g11_c01,2,48,female
v_Bowling_g12_c01.,27,23,male
v_Bowling_g13_c01,50,0,male
v_Bowling_g14_c01,30,20,male
v_Bowling_g15_c01,40,10,male
v_Bowling_g16_c01,45,5,male
v_Bowling_g17_c01,9,41,female
v_Bowling_g18_c01,49,1,male
v_Bowling_g19_c01,39,11,male
v_Bowling_g20_c01,50,0,male
v_Bowling_g21_c01,44,6,male
v_Bowling_g22_c01,10,40,female
v_Bowling_g23_c01.,48,2,male
v_Bowling_g24_c01,25,25,uncertain
v_Bowling_g25_c01,31,19,male
v_Bowling_g26_c01,39,11,male
v_Bowling_g27_c01.,24,26,female
v_Bowling_g28_c01.,30,20,male
v_Bowling_g29_c01.,33,17,male
v_Bowling_g30_c01,28,22,male
v_Bowling_g31_c01,27,23,male
v_Bowling_g32_c01,13,37,female
v_Bowling_g33_c01,32,18,male
v_Bowling_g34_c01,37,13,male
v_Bowling_g35_c01,50,0,male
v_Bowling_g36_c01,43,7,male
v_Bowling_g37_c01,23,27,female
v_Bowling_g38_c01.,50,0,male
v_Bowling_g39_c01,50,0,male
v_Bowling_g40_c01.,47,3,male
v_Bowling_g41_c01,22,28,female
v_Bowling_g42_c01,36,14,male
v_Bowling_g43_c01.,46,4,male
v_Bowling_g44_c01,50,0,male
v_Bowling_g45_c01,21,29,female
v_Bowling_g46_c01,29,21,male
v_Bowling_g47_c01,47,3,male
v_Bowling_g48_c01,47,3,male
v_Bowling_g49_c01.,5,45,female
v_Bowling_g50_c01.,49,1,male
v_Bowling_g51_c01,49,1,male
v_Bowling_g52_c01,6,44,female
v_Bowling_g53_c01.,26,24,male
v_Bowling_g54_c01,9,41,female
v_Bowling_g55_c01,23,27,female
v_Bowling_g56_c01,39,11,male
v_Bowling_g57_c01,38,12,male
v_Bowling_g58_c01,45,5,male
v_Bowling_g59_c01,36,14,male
v_Bowling_g60_c01,49,1,male
v_Bowling_g61_c01,50,0,male
v_Bowling_g62_c01,47,3,male
v_Bowling_g63_c01.,48,2,male
v_Bowling_g64_c01.,34,16,male
v_Bowling_g65_c01,46,4,male
v_Bowling_g66_c01,0,50,female
v_Bowling_g67_c01,9,41,female
v_Bowling_g68_c01,27,23,male
v_Bowling_g69_c01,49,1,male
v_Bowling_g70_c01,6,44,female
v_Bowling_g71_c01,35,15,male
v_Bowling_g72_c01,16,34,female
v_Bowling_g73_c01,49,1,male
v_Bowling_g74_c01,42,8,male
v_Bowling_g75_c01.,9,41,female
v_Bowling_g76_c01,17,33,female
v_Bowling_g77_c01,36,14,male
v_Bowling_g78_c01,34,16,male
v_Bowling_g79_c01.,12,38,female
v_Bowling_g80_c01,26,24,male
v_Bowling_g81_c01,20,30,female
v_Bowling_g82_c01,39,11,male
v_Bowling_g83_c01,7,43,female
v_Bowling_g84_c01.,32,18,male
v_Bowling_g85_c01.,39,11,male
v_Bowling_g86_c01,45,5,male
v_Bowling_g87_c01,42,8,male
v_Bowling_g88_c01.,19,31,female
v_Bowling_g89_c01,21,29,female
v_Bowling_g90_c01,42,8,male
v_Bowling_g91_c01,49,1,male
v_Bowling_g92_c01,45,5,male
v_Bowling_g93_c01,41,9,male
v_Bowling_g94_c01,50,0,male
v_Bowling_g95_c01,3,47,female
v_Bowling_g96_c01,22,28,female
v_Bowling_g97_c01,46,4,male
v_Bowling_g98_c01,5,45,female
v_Bowling_g99_c01,19,31,female
v_BoxingPunchingBag_g01_c01,42,8,male
v_BoxingPunchingBag_g02_c01,42,8,male
v_BoxingPunchingBag_g03_c01,42,8,male
v_BoxingPunchingBag_g04_c01,45,5,male
v_BoxingPunchingBag_g05_c01.,17,33,female
v_BoxingPunchingBag_g06_c01,16,33,female
v_BoxingPunchingBag_g07_c01,36,14,male
v_BoxingPunchingBag_g08_c01,50,0,male
v_BoxingPunchingBag_g09_c01,10,40,female
v_BoxingPunchingBag_g10_c01.,49,1,male
v_BoxingPunchingBag_g11_c01,49,1,male
v_BoxingPunchingBag_g12_c01,36,14,male
v_BoxingPunchingBag_g13_c01,47,3,male
v_BoxingPunchingBag_g14_c01,40,10,male
v_BoxingPunchingBag_g15_c01,39,11,male
v_BoxingPunchingBag_g16_c01,20,30,female
v_BoxingPunchingBag_g17_c01,47,3,male
v_BoxingPunchingBag_g18_c01,44,6,male
v_BoxingPunchingBag_g19_c01,13,37,female
v_BoxingPunchingBag_g20_c01,39,11,male
v_BoxingPunchingBag_g21_c01.,49,1,male
v_BoxingPunchingBag_g22_c01,42,8,male
v_BoxingPunchingBag_g23_c01,47,3,male
v_BoxingPunchingBag_g24_c01.,46,4,male
v_BoxingPunchingBag_g25_c01,48,2,male
v_BoxingPunchingBag_g26_c01.,50,0,male
v_BoxingPunchingBag_g27_c01,0,50,female
v_BoxingPunchingBag_g28_c01,1,49,female
v_BoxingPunchingBag_g29_c01,2,48,female
v_BoxingPunchingBag_g30_c01.,39,11,male
v_BoxingPunchingBag_g31_c01,50,0,male
v_BoxingPunchingBag_g32_c01,49,1,male
v_BoxingPunchingBag_g33_c01,50,0,male
v_BoxingPunchingBag_g34_c01,48,2,male
v_BoxingPunchingBag_g35_c01,40,10,male
v_BoxingPunchingBag_g36_c01,50,0,male
v_BoxingPunchingBag_g37_c01,49,1,male
v_BoxingPunchingBag_g38_c01,47,3,male
v_BoxingPunchingBag_g39_c01.,49,1,male
v_BoxingPunchingBag_g40_c01,25,25,uncertain
v_BoxingPunchingBag_g41_c01.,48,2,male
v_BoxingPunchingBag_g42_c01,50,0,male
v_BoxingPunchingBag_g43_c01,48,2,male
v_BoxingPunchingBag_g44_c01,49,1,male
v_BoxingPunchingBag_g45_c01,35,15,male
v_BoxingPunchingBag_g46_c01,32,18,male
v_BoxingPunchingBag_g47_c01,50,0,male
v_BoxingPunchingBag_g48_c01.,50,0,male
v_BoxingPunchingBag_g49_c01,50,0,male
v_BoxingPunchingBag_g50_c01.,50,0,male
v_BoxingPunchingBag_g51_c01,49,1,male
v_BoxingPunchingBag_g52_c01,46,4,male
v_BoxingPunchingBag_g53_c01.,32,18,male
v_BoxingPunchingBag_g54_c01,39,11,male
v_BoxingPunchingBag_g55_c01,49,1,male
v_BoxingPunchingBag_g56_c01,47,3,male
v_BoxingPunchingBag_g57_c01,37,13,male
v_BoxingPunchingBag_g58_c01.,44,6,male
v_BoxingPunchingBag_g59_c01,26,24,male
v_BoxingPunchingBag_g60_c01,33,17,male
v_BoxingPunchingBag_g61_c01,47,3,male
v_BoxingPunchingBag_g62_c01,47,3,male
v_BoxingPunchingBag_g63_c01,49,1,male
v_BoxingPunchingBag_g64_c01.,48,2,male
v_BoxingPunchingBag_g65_c01,45,5,male
v_BoxingPunchingBag_g66_c01,47,3,male
v_BoxingPunchingBag_g67_c01,48,2,male
v_BoxingPunchingBag_g68_c01,12,38,female
v_BoxingPunchingBag_g69_c01.,50,0,male
v_BoxingPunchingBag_g70_c01.,36,14,male
v_BoxingPunchingBag_g71_c01,21,29,female
v_BoxingPunchingBag_g72_c01.,49,1,male
v_BoxingPunchingBag_g73_c01,44,6,male
v_BoxingPunchingBag_g74_c01,50,0,male
v_BoxingPunchingBag_g75_c01.,48,2,male
v_BoxingPunchingBag_g76_c01,42,8,male
v_BoxingPunchingBag_g77_c01,46,4,male
v_BoxingSpeedBag_g01_c01,38,12,male
v_BoxingSpeedBag_g02_c01,49,1,male
v_BoxingSpeedBag_g03_c01,37,13,male
v_BoxingSpeedBag_g04_c01.,49,1,male
v_BoxingSpeedBag_g05_c01,1,49,female
v_BoxingSpeedBag_g06_c01,50,0,male
v_BoxingSpeedBag_g07_c01,45,5,male
v_BoxingSpeedBag_g08_c01,45,5,male
v_BoxingSpeedBag_g09_c01,39,11,male
v_BoxingSpeedBag_g10_c01,37,13,male
v_BoxingSpeedBag_g11_c01,39,11,male
v_BoxingSpeedBag_g12_c01,50,0,male
v_BoxingSpeedBag_g13_c01,48,2,male
v_BoxingSpeedBag_g14_c01.,49,1,male
v_BoxingSpeedBag_g15_c01,36,14,male
v_BoxingSpeedBag_g16_c01,36,14,male
v_BoxingSpeedBag_g17_c01,50,0,male
v_BoxingSpeedBag_g18_c01.,4,46,female
v_BoxingSpeedBag_g19_c01,20,30,female
v_BoxingSpeedBag_g20_c01,50,0,male
v_BoxingSpeedBag_g21_c01,47,3,male
v_BoxingSpeedBag_g22_c01,50,0,male
v_BoxingSpeedBag_g23_c01.,50,0,male
v_BoxingSpeedBag_g24_c01,44,6,male
v_BoxingSpeedBag_g25_c01,21,29,female
v_BoxingSpeedBag_g26_c01,46,4,male
v_BoxingSpeedBag_g27_c01,46,4,male
v_BoxingSpeedBag_g28_c01,50,0,male
v_BoxingSpeedBag_g29_c01.,49,1,male
v_BoxingSpeedBag_g30_c01,49,1,male
v_BoxingSpeedBag_g31_c01,50,0,male
v_BoxingSpeedBag_g32_c01,50,0,male
v_BoxingSpeedBag_g33_c01,49,1,male
v_BoxingSpeedBag_g34_c01,44,6,male
v_BoxingSpeedBag_g35_c01,49,1,male
v_BoxingSpeedBag_g36_c01,50,0,male
v_BoxingSpeedBag_g37_c01,38,12,male
v_BoxingSpeedBag_g38_c01,50,0,male
v_BoxingSpeedBag_g39_c01,49,1,male
v_BoxingSpeedBag_g40_c01,50,0,male
v_BoxingSpeedBag_g41_c01,50,0,male
v_BoxingSpeedBag_g42_c01,49,1,male
v_BoxingSpeedBag_g43_c01.,7,43,female
v_BoxingSpeedBag_g44_c01,19,31,female
v_BoxingSpeedBag_g45_c01,32,18,male
v_BoxingSpeedBag_g46_c01,40,10,male
v_BoxingSpeedBag_g47_c01.,50,0,male
v_BoxingSpeedBag_g48_c01,44,6,male
v_BoxingSpeedBag_g49_c01,40,10,male
v_BoxingSpeedBag_g50_c01,49,1,male
v_BoxingSpeedBag_g51_c01.,0,50,female
v_BoxingSpeedBag_g52_c01,50,0,male
v_BoxingSpeedBag_g53_c01,50,0,male
v_BoxingSpeedBag_g54_c01,45,5,male
v_BoxingSpeedBag_g55_c01.,50,0,male
v_BoxingSpeedBag_g56_c01,50,0,male
v_BoxingSpeedBag_g57_c01,44,6,male
v_BoxingSpeedBag_g58_c01,48,2,male
v_BoxingSpeedBag_g59_c01,38,12,male
v_BoxingSpeedBag_g60_c01.,20,30,female
v_BoxingSpeedBag_g61_c01,31,19,male
v_BoxingSpeedBag_g62_c01,49,1,male
v_BoxingSpeedBag_g63_c01,28,22,male
v_BoxingSpeedBag_g64_c01,48,2,male
v_BreastStroke_g01_c01,20,30,female
v_BreastStroke_g02_c01,14,36,female
v_BreastStroke_g03_c01,12,38,female
v_BreastStroke_g04_c01,50,0,male
v_BreastStroke_g05_c01,13,37,female
v_BreastStroke_g06_c01,24,26,female
v_BreastStroke_g07_c01,9,41,female
v_BreastStroke_g08_c01,19,31,female
v_BreastStroke_g09_c01.,35,15,male
v_BreastStroke_g100_c01,29,21,male
v_BreastStroke_g101_c01,29,21,male
v_BreastStroke_g102_c01,0,50,female
v_BreastStroke_g103_c01,28,22,male
v_BreastStroke_g104_c01,10,40,female
v_BreastStroke_g105_c01,34,16,male
v_BreastStroke_g106_c01,42,8,male
v_BreastStroke_g107_c01,43,7,male
v_BreastStroke_g108_c01,1,49,female
v_BreastStroke_g109_c01,45,5,male
v_BreastStroke_g10_c01,20,30,female
v_BreastStroke_g110_c01,5,45,female
v_BreastStroke_g111_c01,34,16,male
v_BreastStroke_g112_c01,12,38,female
v_BreastStroke_g113_c01,11,39,female
v_BreastStroke_g114_c01,12,38,female
v_BreastStroke_g115_c01,10,40,female
v_BreastStroke_g116_c01,1,49,female
v_BreastStroke_g117_c01,17,33,female
v_BreastStroke_g118_c01,6,44,female
v_BreastStroke_g119_c01,4,46,female
v_BreastStroke_g11_c01,9,41,female
v_BreastStroke_g120_c01,15,35,female
v_BreastStroke_g121_c01,13,37,female
v_BreastStroke_g122_c01,42,8,male
v_BreastStroke_g123_c01,31,19,male
v_BreastStroke_g12_c01,33,17,male
v_BreastStroke_g13_c01,8,42,female
v_BreastStroke_g14_c01,49,1,male
v_BreastStroke_g15_c01,31,19,male
v_BreastStroke_g16_c01,47,3,male
v_BreastStroke_g17_c01,46,4,male
v_BreastStroke_g18_c01.,17,33,female
v_BreastStroke_g19_c01,9,41,female
v_BreastStroke_g20_c01,11,39,female
v_BreastStroke_g21_c01.,50,0,male
v_BreastStroke_g22_c01,47,3,male
v_BreastStroke_g23_c01,14,36,female
v_BreastStroke_g24_c01,7,43,female
v_BreastStroke_g25_c01,47,3,male
v_BreastStroke_g26_c01,43,7,male
v_BreastStroke_g27_c01,43,7,male
v_BreastStroke_g28_c01,27,23,male
v_BreastStroke_g29_c01.,30,20,male
v_BreastStroke_g30_c01,28,22,male
v_BreastStroke_g31_c01,40,10,male
v_BreastStroke_g32_c01,48,2,male
v_BreastStroke_g33_c01,30,20,male
v_BreastStroke_g34_c01,28,22,male
v_BreastStroke_g35_c01.,6,44,female
v_BreastStroke_g36_c01,27,23,male
v_BreastStroke_g37_c01.,19,31,female
v_BreastStroke_g38_c01,45,5,male
v_BreastStroke_g39_c01,46,4,male
v_BreastStroke_g40_c01,0,50,female
v_BreastStroke_g41_c01,3,47,female
v_BreastStroke_g42_c01.,5,45,female
v_BreastStroke_g43_c01,11,39,female
v_BreastStroke_g44_c01.,47,3,male
v_BreastStroke_g45_c01,25,25,uncertain
v_BreastStroke_g46_c01,42,8,male
v_BreastStroke_g47_c01.,22,28,female
v_BreastStroke_g48_c01,12,38,female
v_BreastStroke_g49_c01,31,19,male
v_BreastStroke_g50_c01,33,17,male
v_BreastStroke_g51_c01,45,5,male
v_BreastStroke_g52_c01,36,14,male
v_BreastStroke_g53_c01,40,10,male
v_BreastStroke_g54_c01,39,11,male
v_BreastStroke_g55_c01,38,12,male
v_BreastStroke_g56_c01,29,21,male
v_BreastStroke_g57_c01,32,18,male
v_BreastStroke_g58_c01,41,9,male
v_BreastStroke_g59_c01,7,43,female
v_BreastStroke_g60_c01,22,28,female
v_BreastStroke_g61_c01,36,14,male
v_BreastStroke_g62_c01,24,26,female
v_BreastStroke_g63_c01,22,28,female
v_BreastStroke_g64_c01,26,24,male
v_BreastStroke_g65_c01,27,23,male
v_BreastStroke_g66_c01,38,12,male
v_BreastStroke_g67_c01.,36,14,male
v_BreastStroke_g68_c01,33,17,male
v_BreastStroke_g69_c01.,5,45,female
v_BreastStroke_g70_c01,41,9,male
v_BreastStroke_g71_c01,44,6,male
v_BreastStroke_g72_c01,35,15,male
v_BreastStroke_g73_c01,32,18,male
v_BreastStroke_g74_c01,33,17,male
v_BreastStroke_g75_c01,37,13,male
v_BreastStroke_g76_c01,36,14,male
v_BreastStroke_g77_c01,50,0,male
v_BreastStroke_g78_c01,50,0,male
v_BreastStroke_g79_c01,40,10,male
v_BreastStroke_g80_c01,47,3,male
v_BreastStroke_g81_c01,26,24,male
v_BreastStroke_g82_c01,32,18,male
v_BreastStroke_g83_c01.,9,41,female
v_BreastStroke_g84_c01,14,36,female
v_BreastStroke_g85_c01,14,36,female
v_BreastStroke_g86_c01,5,45,female
v_BreastStroke_g87_c01.,31,19,male
v_BreastStroke_g88_c01.,22,28,female
v_BreastStroke_g89_c01,27,23,male
v_BreastStroke_g90_c01,33,17,male
v_BreastStroke_g91_c01,6,44,female
v_BreastStroke_g92_c01.,7,43,female
v_BreastStroke_g93_c01,50,0,male
v_BreastStroke_g94_c01,32,18,male
v_BreastStroke_g95_c01,20,29,female
v_BreastStroke_g96_c01,14,36,female
v_BreastStroke_g97_c01,17,33,female
v_BreastStroke_g98_c01.,10,40,female
v_BreastStroke_g99_c01,2,48,female
v_BrushingTeeth_g01_c01,50,0,male
v_BrushingTeeth_g02_c01,28,22,male
v_BrushingTeeth_g03_c01,19,31,female
v_BrushingTeeth_g04_c01,0,50,female
v_BrushingTeeth_g05_c01,50,0,male
v_BrushingTeeth_g06_c01,43,7,male
v_BrushingTeeth_g07_c01.,43,7,male
v_BrushingTeeth_g08_c01,40,10,male
v_BrushingTeeth_g09_c01,10,40,female
v_BrushingTeeth_g10_c01.,30,20,male
v_BrushingTeeth_g11_c01,2,48,female
v_BrushingTeeth_g12_c01,48,2,male
v_BrushingTeeth_g13_c01,14,36,female
v_BrushingTeeth_g14_c01.,27,23,male
v_BrushingTeeth_g15_c01,13,37,female
v_BrushingTeeth_g16_c01.,4,46,female
v_BrushingTeeth_g17_c01,29,21,male
v_BrushingTeeth_g18_c01,41,9,male
v_BrushingTeeth_g19_c01,50,0,male
v_BrushingTeeth_g20_c01.,50,0,male
v_BrushingTeeth_g21_c01,32,18,male
v_BrushingTeeth_g22_c01,50,0,male
v_BrushingTeeth_g23_c01,40,10,male
v_BrushingTeeth_g24_c01,33,17,male
v_BrushingTeeth_g25_c01,46,4,male
v_BrushingTeeth_g26_c01.,23,27,female
v_BrushingTeeth_g27_c01,48,2,male
v_BrushingTeeth_g28_c01,24,26,female
v_BrushingTeeth_g29_c01,13,37,female
v_BrushingTeeth_g30_c01,17,33,female
v_BrushingTeeth_g31_c01,44,6,male
v_BrushingTeeth_g32_c01,44,6,male
v_BrushingTeeth_g33_c01.,9,41,female
v_BrushingTeeth_g34_c01,49,1,male
v_BrushingTeeth_g35_c01.,35,15,male
v_BrushingTeeth_g36_c01.,2,48,female
v_BrushingTeeth_g37_c01.,14,36,female
v_BrushingTeeth_g38_c01,46,4,male
v_BrushingTeeth_g39_c01,41,9,male
v_BrushingTeeth_g40_c01.,45,5,male
v_BrushingTeeth_g41_c01.,6,44,female
v_BrushingTeeth_g42_c01.,12,38,female
v_BrushingTeeth_g43_c01,9,41,female
v_BrushingTeeth_g44_c01,44,6,male
v_BrushingTeeth_g45_c01,8,42,female
v_BrushingTeeth_g46_c01,47,3,male
v_BrushingTeeth_g47_c01,19,31,female
v_BrushingTeeth_g48_c01,37,13,male
v_BrushingTeeth_g49_c01.,7,43,female
v_BrushingTeeth_g50_c01,14,36,female
v_BrushingTeeth_g51_c01,2,48,female
v_BrushingTeeth_g52_c01,19,31,female
v_BrushingTeeth_g53_c01,48,2,male
v_BrushingTeeth_g54_c01.,43,7,male
v_BrushingTeeth_g55_c01.,40,10,male
v_BrushingTeeth_g56_c01,1,49,female
v_BrushingTeeth_g57_c01.,2,48,female
v_BrushingTeeth_g58_c01.,34,16,male
v_BrushingTeeth_g59_c01,9,41,female
v_BrushingTeeth_g60_c01,40,10,male
v_BrushingTeeth_g61_c01,27,23,male
v_BrushingTeeth_g62_c01,44,6,male
v_BrushingTeeth_g63_c01.,7,43,female
v_BrushingTeeth_g64_c01,18,32,female
v_BrushingTeeth_g65_c01.,46,4,male
v_BrushingTeeth_g66_c01,44,6,male
v_BrushingTeeth_g67_c01,23,27,female
