video_name,thin_and_tall_count,thin_and_short_count,wide_and_tall_count,wide_and_short_count,final,category
v_Rafting_g23_c01,0,2,0,3,wide_and_short,Rafting
v_Rafting_g24_c02,0,5,0,0,thin_and_short,Rafting
v_RockClimbingIndoor_g01_c01,2,1,2,0,thin_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g01_c02,0,1,3,1,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g02_c02,0,2,2,1,thin_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g03_c02,0,0,3,2,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g03_c06,0,0,4,1,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g04_c01,0,2,2,1,thin_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g05_c03,0,2,3,0,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g06_c05,1,1,3,0,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g07_c04,0,0,2,3,wide_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g07_c05,0,0,2,3,wide_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g07_c06,0,1,1,3,wide_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g08_c01,0,0,4,1,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g08_c02,0,3,1,1,thin_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g12_c03,0,1,0,4,wide_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g12_c05,0,2,0,3,wide_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g13_c01,0,0,2,3,wide_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g13_c03,1,2,2,0,thin_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g13_c06,0,2,2,1,thin_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g14_c01,0,1,3,1,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g14_c04,0,0,5,0,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g15_c01,0,0,0,5,wide_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g16_c01,0,0,4,1,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g16_c02,0,0,5,0,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g17_c06,0,5,0,0,thin_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g18_c02,0,0,4,1,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g18_c04,0,0,5,0,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g19_c04,0,4,0,1,thin_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g20_c05,0,3,2,0,thin_and_short,RockClimbingIndoor
v_RockClimbingIndoor_g21_c01,0,0,3,2,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g21_c02,0,0,4,1,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g21_c03,0,0,3,2,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g25_c01,0,0,4,1,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g25_c02,0,0,5,0,wide_and_tall,RockClimbingIndoor
v_RockClimbingIndoor_g25_c07,0,0,4,1,wide_and_tall,RockClimbingIndoor
v_RopeClimbing_g04_c02,0,1,0,4,wide_and_short,RopeClimbing
v_RopeClimbing_g04_c04,0,0,0,5,wide_and_short,RopeClimbing
v_RopeClimbing_g06_c04,0,0,0,5,wide_and_short,RopeClimbing
v_RopeClimbing_g09_c03,0,0,0,5,wide_and_short,RopeClimbing
v_RopeClimbing_g09_c04,0,1,0,4,wide_and_short,RopeClimbing
v_RopeClimbing_g11_c02,0,1,0,4,wide_and_short,RopeClimbing
v_RopeClimbing_g12_c03,0,0,5,0,wide_and_tall,RopeClimbing
v_RopeClimbing_g12_c04,0,2,0,3,wide_and_short,RopeClimbing
v_RopeClimbing_g13_c04,0,0,0,5,wide_and_short,RopeClimbing
v_RopeClimbing_g13_c05,0,1,0,4,wide_and_short,RopeClimbing
v_RopeClimbing_g13_c06,0,0,0,5,wide_and_short,RopeClimbing
v_RopeClimbing_g15_c04,0,3,0,2,thin_and_short,RopeClimbing
v_RopeClimbing_g17_c04,0,3,2,0,thin_and_short,RopeClimbing
v_RopeClimbing_g20_c01,0,0,0,5,wide_and_short,RopeClimbing
v_RopeClimbing_g21_c01,0,0,0,5,wide_and_short,RopeClimbing
v_RopeClimbing_g23_c01,0,0,0,5,wide_and_short,RopeClimbing
v_RopeClimbing_g23_c02,0,1,0,4,wide_and_short,RopeClimbing
v_RopeClimbing_g24_c02,0,2,0,3,wide_and_short,RopeClimbing
v_RopeClimbing_g25_c05,0,4,0,1,thin_and_short,RopeClimbing
v_Rowing_g02_c05,0,3,0,2,thin_and_short,Rowing
v_Rowing_g02_c06,0,4,0,1,thin_and_short,Rowing
v_Rowing_g12_c06,2,1,0,2,thin_and_tall,Rowing
v_Rowing_g15_c01,0,1,0,4,wide_and_short,Rowing
v_Rowing_g15_c02,2,0,1,2,thin_and_tall,Rowing
v_Rowing_g15_c03,0,0,0,5,wide_and_short,Rowing
v_Rowing_g15_c04,0,0,1,4,wide_and_short,Rowing
v_Rowing_g17_c02,0,5,0,0,thin_and_short,Rowing
v_Rowing_g21_c02,0,3,0,2,thin_and_short,Rowing
v_Rowing_g21_c03,0,3,0,2,thin_and_short,Rowing
v_Rowing_g23_c04,0,5,0,0,thin_and_short,Rowing
v_Rowing_g23_c05,0,4,0,1,thin_and_short,Rowing
v_SalsaSpin_g10_c01,0,4,0,1,thin_and_short,SalsaSpin
v_SalsaSpin_g12_c06,0,3,0,2,thin_and_short,SalsaSpin
v_SalsaSpin_g15_c01,0,2,0,3,wide_and_short,SalsaSpin
v_SalsaSpin_g15_c02,0,1,0,4,wide_and_short,SalsaSpin
v_SalsaSpin_g16_c01,0,3,0,2,thin_and_short,SalsaSpin
v_SalsaSpin_g16_c04,0,4,0,1,thin_and_short,SalsaSpin
v_SalsaSpin_g17_c03,0,2,0,3,wide_and_short,SalsaSpin
v_SalsaSpin_g20_c03,0,2,0,3,wide_and_short,SalsaSpin
v_SalsaSpin_g21_c04,0,3,0,2,thin_and_short,SalsaSpin
v_SalsaSpin_g21_c05,0,3,0,2,thin_and_short,SalsaSpin
v_ShavingBeard_g01_c01,2,1,0,2,thin_and_tall,ShavingBeard
v_ShavingBeard_g03_c02,2,0,3,0,wide_and_tall,ShavingBeard
v_ShavingBeard_g03_c03,1,0,4,0,wide_and_tall,ShavingBeard
v_ShavingBeard_g03_c06,4,1,0,0,thin_and_tall,ShavingBeard
v_ShavingBeard_g04_c04,1,3,0,1,thin_and_short,ShavingBeard
v_ShavingBeard_g05_c04,1,4,0,0,thin_and_short,ShavingBeard
v_ShavingBeard_g08_c05,0,1,0,4,wide_and_short,ShavingBeard
v_ShavingBeard_g09_c03,0,2,0,3,wide_and_short,ShavingBeard
v_ShavingBeard_g09_c05,4,1,0,0,thin_and_tall,ShavingBeard
v_ShavingBeard_g09_c07,4,1,0,0,thin_and_tall,ShavingBeard
v_ShavingBeard_g10_c02,0,2,0,3,wide_and_short,ShavingBeard
v_ShavingBeard_g10_c07,3,1,1,0,thin_and_tall,ShavingBeard
v_ShavingBeard_g12_c02,1,0,2,2,wide_and_tall,ShavingBeard
v_ShavingBeard_g13_c05,1,2,0,2,thin_and_short,ShavingBeard
v_ShavingBeard_g14_c05,4,0,0,1,thin_and_tall,ShavingBeard
v_ShavingBeard_g16_c02,2,1,2,0,thin_and_tall,ShavingBeard
v_ShavingBeard_g16_c03,2,1,1,1,thin_and_tall,ShavingBeard
v_ShavingBeard_g17_c01,3,1,1,0,thin_and_tall,ShavingBeard
v_ShavingBeard_g17_c04,0,1,0,4,wide_and_short,ShavingBeard
v_ShavingBeard_g18_c03,0,0,4,1,wide_and_tall,ShavingBeard
v_ShavingBeard_g18_c04,0,4,1,0,thin_and_short,ShavingBeard
v_ShavingBeard_g18_c07,4,0,1,0,thin_and_tall,ShavingBeard
v_ShavingBeard_g20_c05,0,0,1,4,wide_and_short,ShavingBeard
v_ShavingBeard_g21_c03,4,0,0,1,thin_and_tall,ShavingBeard
v_ShavingBeard_g21_c05,0,0,1,4,wide_and_short,ShavingBeard
v_ShavingBeard_g22_c01,0,5,0,0,thin_and_short,ShavingBeard
v_ShavingBeard_g22_c05,0,0,0,5,wide_and_short,ShavingBeard
v_ShavingBeard_g23_c05,1,3,0,1,thin_and_short,ShavingBeard
v_ShavingBeard_g23_c06,0,3,0,2,thin_and_short,ShavingBeard
v_ShavingBeard_g24_c01,2,3,0,0,thin_and_short,ShavingBeard
v_ShavingBeard_g24_c02,0,0,1,4,wide_and_short,ShavingBeard
v_ShavingBeard_g24_c03,1,0,0,4,wide_and_short,ShavingBeard
v_ShavingBeard_g24_c04,0,4,0,1,thin_and_short,ShavingBeard
v_ShavingBeard_g25_c04,0,0,0,5,wide_and_short,ShavingBeard
v_ShavingBeard_g25_c05,0,0,0,5,wide_and_short,ShavingBeard
v_Shotput_g01_c03,0,2,0,3,wide_and_short,Shotput
v_Shotput_g01_c05,0,1,0,4,wide_and_short,Shotput
v_Shotput_g03_c05,0,4,0,1,thin_and_short,Shotput
v_Shotput_g04_c02,0,0,0,5,wide_and_short,Shotput
v_Shotput_g05_c02,0,3,0,2,thin_and_short,Shotput
v_Shotput_g05_c07,0,3,0,2,thin_and_short,Shotput
v_Shotput_g06_c01,0,4,0,1,thin_and_short,Shotput
v_Shotput_g06_c02,0,4,0,1,thin_and_short,Shotput
v_Shotput_g06_c03,0,3,0,2,thin_and_short,Shotput
v_Shotput_g07_c04,0,4,0,1,thin_and_short,Shotput
v_Shotput_g07_c07,0,3,0,2,thin_and_short,Shotput
v_Shotput_g08_c04,0,3,0,2,thin_and_short,Shotput
v_Shotput_g09_c02,0,0,0,5,wide_and_short,Shotput
v_Shotput_g09_c04,0,0,0,5,wide_and_short,Shotput
v_Shotput_g09_c05,0,0,0,5,wide_and_short,Shotput
v_Shotput_g11_c06,0,2,1,2,thin_and_short,Shotput
v_Shotput_g12_c01,0,3,0,2,thin_and_short,Shotput
v_Shotput_g12_c03,0,3,0,2,thin_and_short,Shotput
v_Shotput_g13_c04,0,4,0,1,thin_and_short,Shotput
v_Shotput_g15_c04,0,4,0,1,thin_and_short,Shotput
v_Shotput_g15_c07,0,3,0,2,thin_and_short,Shotput
v_Shotput_g17_c01,0,4,0,1,thin_and_short,Shotput
v_Shotput_g17_c05,0,5,0,0,thin_and_short,Shotput
v_Shotput_g18_c01,0,0,0,5,wide_and_short,Shotput
v_Shotput_g18_c03,0,2,0,3,wide_and_short,Shotput
v_Shotput_g19_c02,2,2,0,1,thin_and_tall,Shotput
v_Shotput_g19_c03,0,3,0,2,thin_and_short,Shotput
v_Shotput_g21_c02,0,0,2,3,wide_and_short,Shotput
v_Shotput_g21_c04,0,3,0,2,thin_and_short,Shotput
v_Shotput_g25_c05,0,0,3,2,wide_and_tall,Shotput
v_SkateBoarding_g01_c03,0,4,0,1,thin_and_short,SkateBoarding
v_SkateBoarding_g02_c05,0,1,0,4,wide_and_short,SkateBoarding
v_SkateBoarding_g08_c05,0,3,0,2,thin_and_short,SkateBoarding
v_SkateBoarding_g09_c02,0,2,1,2,thin_and_short,SkateBoarding
v_SkateBoarding_g10_c02,1,0,3,1,wide_and_tall,SkateBoarding
v_SkateBoarding_g11_c05,1,3,0,1,thin_and_short,SkateBoarding
v_SkateBoarding_g12_c02,0,2,0,3,wide_and_short,SkateBoarding
v_SkateBoarding_g12_c03,0,2,0,3,wide_and_short,SkateBoarding
v_SkateBoarding_g12_c06,0,1,0,4,wide_and_short,SkateBoarding
v_SkateBoarding_g13_c01,0,1,0,4,wide_and_short,SkateBoarding
v_SkateBoarding_g13_c04,0,2,0,3,wide_and_short,SkateBoarding
v_SkateBoarding_g15_c01,0,0,0,5,wide_and_short,SkateBoarding
v_SkateBoarding_g15_c02,0,2,0,3,wide_and_short,SkateBoarding
v_SkateBoarding_g15_c03,0,1,0,4,wide_and_short,SkateBoarding
v_SkateBoarding_g17_c02,0,1,0,4,wide_and_short,SkateBoarding
v_SkateBoarding_g17_c03,0,0,1,4,wide_and_short,SkateBoarding
v_SkateBoarding_g18_c01,0,1,0,4,wide_and_short,SkateBoarding
v_SkateBoarding_g18_c05,0,2,0,3,wide_and_short,SkateBoarding
v_SkateBoarding_g19_c01,1,3,0,1,thin_and_short,SkateBoarding
v_SkateBoarding_g20_c04,0,4,0,1,thin_and_short,SkateBoarding
v_SkateBoarding_g20_c05,0,4,0,1,thin_and_short,SkateBoarding
v_SkateBoarding_g21_c01,0,2,0,3,wide_and_short,SkateBoarding
v_SkateBoarding_g21_c04,0,2,0,3,wide_and_short,SkateBoarding
v_SkateBoarding_g22_c02,0,5,0,0,thin_and_short,SkateBoarding
v_SkateBoarding_g23_c03,0,3,0,2,thin_and_short,SkateBoarding
v_SkateBoarding_g25_c04,0,1,0,4,wide_and_short,SkateBoarding
v_SkateBoarding_g25_c05,0,0,0,5,wide_and_short,SkateBoarding
v_Skiing_g01_c05,0,3,0,2,thin_and_short,Skiing
v_Skiing_g03_c01,0,2,0,3,wide_and_short,Skiing
v_Skiing_g03_c02,0,2,0,3,wide_and_short,Skiing
v_Skiing_g03_c03,0,1,0,4,wide_and_short,Skiing
v_Skiing_g05_c04,0,5,0,0,thin_and_short,Skiing
v_Skiing_g09_c04,0,3,0,2,thin_and_short,Skiing
v_Skiing_g09_c05,1,4,0,0,thin_and_short,Skiing
v_Skiing_g10_c01,0,3,0,2,thin_and_short,Skiing
v_Skiing_g12_c04,0,0,1,4,wide_and_short,Skiing
v_Skiing_g13_c01,0,3,0,2,thin_and_short,Skiing
v_Skiing_g13_c05,0,3,0,2,thin_and_short,Skiing
v_Skiing_g13_c07,0,5,0,0,thin_and_short,Skiing
v_Skiing_g20_c02,0,2,0,3,wide_and_short,Skiing
v_Skiing_g20_c07,0,2,0,3,wide_and_short,Skiing
v_Skiing_g21_c01,1,2,0,2,thin_and_short,Skiing
v_Skiing_g21_c03,0,3,0,2,thin_and_short,Skiing
v_Skiing_g21_c06,4,0,1,0,thin_and_tall,Skiing
v_Skiing_g24_c02,0,2,0,3,wide_and_short,Skiing
v_Skiing_g24_c05,0,0,0,5,wide_and_short,Skiing
v_Skiing_g25_c02,0,2,0,3,wide_and_short,Skiing
v_Skijet_g08_c04,0,3,0,2,thin_and_short,Skijet
v_SkyDiving_g01_c01,0,1,0,4,wide_and_short,SkyDiving
v_SkyDiving_g01_c03,0,2,0,3,wide_and_short,SkyDiving
v_SkyDiving_g02_c01,0,2,0,3,wide_and_short,SkyDiving
v_SkyDiving_g02_c03,0,0,0,5,wide_and_short,SkyDiving
v_SkyDiving_g03_c01,0,4,0,1,thin_and_short,SkyDiving
v_SkyDiving_g03_c05,1,3,0,1,thin_and_short,SkyDiving
v_SkyDiving_g04_c01,0,0,4,1,wide_and_tall,SkyDiving
v_SkyDiving_g04_c04,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g05_c01,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g06_c02,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g09_c04,0,4,0,1,thin_and_short,SkyDiving
v_SkyDiving_g10_c02,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g10_c04,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g12_c01,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g14_c01,0,1,0,4,wide_and_short,SkyDiving
v_SkyDiving_g14_c02,0,1,0,4,wide_and_short,SkyDiving
v_SkyDiving_g15_c01,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g15_c03,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g16_c01,0,1,0,4,wide_and_short,SkyDiving
v_SkyDiving_g16_c03,0,0,1,4,wide_and_short,SkyDiving
v_SkyDiving_g17_c02,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g17_c03,1,2,0,2,thin_and_short,SkyDiving
v_SkyDiving_g19_c01,2,0,2,1,thin_and_tall,SkyDiving
v_SkyDiving_g20_c01,0,2,0,3,wide_and_short,SkyDiving
v_SkyDiving_g20_c04,0,0,0,5,wide_and_short,SkyDiving
v_SkyDiving_g20_c05,0,2,0,3,wide_and_short,SkyDiving
v_SkyDiving_g21_c01,0,2,0,3,wide_and_short,SkyDiving
v_SkyDiving_g23_c01,0,3,0,2,thin_and_short,SkyDiving
v_SkyDiving_g24_c03,0,1,0,4,wide_and_short,SkyDiving
v_SkyDiving_g25_c02,0,1,0,4,wide_and_short,SkyDiving
v_SkyDiving_g25_c03,3,0,1,1,thin_and_tall,SkyDiving
v_SoccerJuggling_g01_c01,3,2,0,0,thin_and_tall,SoccerJuggling
v_SoccerJuggling_g01_c03,0,2,3,0,wide_and_tall,SoccerJuggling
v_SoccerJuggling_g05_c02,0,1,0,4,wide_and_short,SoccerJuggling
v_SoccerJuggling_g05_c04,0,2,0,3,wide_and_short,SoccerJuggling
v_SoccerJuggling_g05_c06,0,2,0,3,wide_and_short,SoccerJuggling
v_SoccerJuggling_g06_c05,0,3,0,2,thin_and_short,SoccerJuggling
v_SoccerJuggling_g09_c05,3,2,0,0,thin_and_tall,SoccerJuggling
v_SoccerJuggling_g10_c01,1,0,4,0,wide_and_tall,SoccerJuggling
v_SoccerJuggling_g10_c02,1,1,2,1,wide_and_tall,SoccerJuggling
v_SoccerJuggling_g11_c02,4,0,1,0,thin_and_tall,SoccerJuggling
v_SoccerJuggling_g12_c01,0,2,0,3,wide_and_short,SoccerJuggling
v_SoccerJuggling_g12_c03,0,2,0,3,wide_and_short,SoccerJuggling
v_SoccerJuggling_g12_c05,0,1,0,4,wide_and_short,SoccerJuggling
v_SoccerJuggling_g13_c04,0,0,3,2,wide_and_tall,SoccerJuggling
v_SoccerJuggling_g13_c05,1,0,2,2,wide_and_tall,SoccerJuggling
v_SoccerJuggling_g14_c07,0,2,0,3,wide_and_short,SoccerJuggling
v_SoccerJuggling_g16_c01,0,4,0,1,thin_and_short,SoccerJuggling
v_SoccerJuggling_g16_c02,0,5,0,0,thin_and_short,SoccerJuggling
v_SoccerJuggling_g16_c03,0,4,0,1,thin_and_short,SoccerJuggling
v_SoccerJuggling_g18_c01,0,3,0,2,thin_and_short,SoccerJuggling
v_SoccerJuggling_g18_c07,0,3,0,2,thin_and_short,SoccerJuggling
v_SoccerJuggling_g21_c01,0,0,0,5,wide_and_short,SoccerJuggling
v_SoccerJuggling_g21_c02,0,2,0,3,wide_and_short,SoccerJuggling
v_SoccerJuggling_g22_c01,0,0,5,0,wide_and_tall,SoccerJuggling
v_SoccerJuggling_g22_c02,0,0,5,0,wide_and_tall,SoccerJuggling
v_SoccerJuggling_g22_c03,2,3,0,0,thin_and_short,SoccerJuggling
v_SoccerJuggling_g22_c04,0,5,0,0,thin_and_short,SoccerJuggling
v_SoccerJuggling_g24_c01,2,3,0,0,thin_and_short,SoccerJuggling
v_SoccerJuggling_g24_c02,2,3,0,0,thin_and_short,SoccerJuggling
v_SoccerJuggling_g24_c07,2,3,0,0,thin_and_short,SoccerJuggling
v_SoccerJuggling_g25_c01,0,2,0,3,wide_and_short,SoccerJuggling
v_SoccerJuggling_g25_c03,3,2,0,0,thin_and_tall,SoccerJuggling
v_SoccerPenalty_g08_c01,0,3,0,2,thin_and_short,SoccerPenalty
v_SoccerPenalty_g08_c02,0,3,0,2,thin_and_short,SoccerPenalty
v_SoccerPenalty_g09_c01,3,1,0,1,thin_and_tall,SoccerPenalty
v_SoccerPenalty_g09_c05,4,1,0,0,thin_and_tall,SoccerPenalty
v_SoccerPenalty_g13_c02,0,0,0,5,wide_and_short,SoccerPenalty
v_SoccerPenalty_g13_c03,1,0,0,4,wide_and_short,SoccerPenalty
v_SoccerPenalty_g15_c04,0,4,0,1,thin_and_short,SoccerPenalty
v_SoccerPenalty_g15_c06,0,3,0,2,thin_and_short,SoccerPenalty
v_SoccerPenalty_g15_c07,0,4,0,1,thin_and_short,SoccerPenalty
v_SoccerPenalty_g23_c02,4,0,0,1,thin_and_tall,SoccerPenalty
v_SoccerPenalty_g24_c03,1,3,0,1,thin_and_short,SoccerPenalty
v_SoccerPenalty_g24_c04,0,4,0,1,thin_and_short,SoccerPenalty
v_StillRings_g08_c01,0,0,3,2,wide_and_tall,StillRings
v_StillRings_g20_c03,0,0,4,1,wide_and_tall,StillRings
v_SumoWrestling_g01_c01,0,5,0,0,thin_and_short,SumoWrestling
v_SumoWrestling_g01_c02,1,1,3,0,wide_and_tall,SumoWrestling
v_SumoWrestling_g02_c02,0,0,0,5,wide_and_short,SumoWrestling
v_SumoWrestling_g02_c03,0,1,0,4,wide_and_short,SumoWrestling
v_SumoWrestling_g04_c01,0,0,4,1,wide_and_tall,SumoWrestling
v_SumoWrestling_g04_c02,0,4,0,1,thin_and_short,SumoWrestling
v_SumoWrestling_g06_c02,0,0,5,0,wide_and_tall,SumoWrestling
v_SumoWrestling_g06_c03,0,0,2,3,wide_and_short,SumoWrestling
v_SumoWrestling_g06_c05,0,0,5,0,wide_and_tall,SumoWrestling
v_SumoWrestling_g06_c06,0,1,2,2,wide_and_tall,SumoWrestling
v_SumoWrestling_g07_c02,0,0,0,5,wide_and_short,SumoWrestling
v_SumoWrestling_g07_c03,1,1,1,2,wide_and_short,SumoWrestling
v_SumoWrestling_g08_c04,0,3,0,2,thin_and_short,SumoWrestling
v_SumoWrestling_g08_c06,0,4,0,1,thin_and_short,SumoWrestling
v_SumoWrestling_g08_c07,0,4,0,1,thin_and_short,SumoWrestling
v_SumoWrestling_g09_c01,0,0,5,0,wide_and_tall,SumoWrestling
v_SumoWrestling_g09_c04,1,0,4,0,wide_and_tall,SumoWrestling
v_SumoWrestling_g10_c02,0,1,2,2,wide_and_tall,SumoWrestling
v_SumoWrestling_g11_c02,0,0,0,5,wide_and_short,SumoWrestling
v_SumoWrestling_g12_c02,0,2,1,2,thin_and_short,SumoWrestling
v_SumoWrestling_g12_c05,0,0,2,3,wide_and_short,SumoWrestling
v_SumoWrestling_g13_c05,0,0,0,5,wide_and_short,SumoWrestling
v_SumoWrestling_g14_c02,0,0,3,2,wide_and_tall,SumoWrestling
v_SumoWrestling_g15_c02,0,1,2,2,wide_and_tall,SumoWrestling
v_SumoWrestling_g15_c03,0,1,2,2,wide_and_tall,SumoWrestling
v_SumoWrestling_g16_c03,0,5,0,0,thin_and_short,SumoWrestling
v_SumoWrestling_g17_c02,4,1,0,0,thin_and_tall,SumoWrestling
v_SumoWrestling_g17_c04,3,2,0,0,thin_and_tall,SumoWrestling
v_SumoWrestling_g18_c03,2,1,1,1,thin_and_tall,SumoWrestling
v_SumoWrestling_g19_c05,1,0,2,2,wide_and_tall,SumoWrestling
v_SumoWrestling_g21_c03,0,3,1,1,thin_and_short,SumoWrestling
v_SumoWrestling_g22_c04,0,0,4,1,wide_and_tall,SumoWrestling
v_SumoWrestling_g23_c02,0,2,1,2,thin_and_short,SumoWrestling
v_SumoWrestling_g24_c04,0,0,2,3,wide_and_short,SumoWrestling
v_SumoWrestling_g25_c04,0,2,0,3,wide_and_short,SumoWrestling
v_Surfing_g01_c05,0,5,0,0,thin_and_short,Surfing
v_Surfing_g02_c02,0,3,0,2,thin_and_short,Surfing
v_Surfing_g03_c02,0,3,0,2,thin_and_short,Surfing
v_Surfing_g06_c01,1,1,0,3,wide_and_short,Surfing
v_Surfing_g06_c04,0,1,0,4,wide_and_short,Surfing
v_Surfing_g07_c01,0,0,2,3,wide_and_short,Surfing
v_Surfing_g07_c04,0,2,0,3,wide_and_short,Surfing
v_Surfing_g08_c03,0,0,4,1,wide_and_tall,Surfing
v_Surfing_g08_c04,0,1,3,1,wide_and_tall,Surfing
v_Surfing_g08_c07,0,0,3,2,wide_and_tall,Surfing
v_Surfing_g10_c02,0,3,0,2,thin_and_short,Surfing
v_Surfing_g11_c03,0,4,0,1,thin_and_short,Surfing
v_Surfing_g12_c01,0,1,0,4,wide_and_short,Surfing
v_Surfing_g12_c02,0,1,0,4,wide_and_short,Surfing
v_Surfing_g12_c03,0,0,0,5,wide_and_short,Surfing
v_Surfing_g13_c01,0,0,0,5,wide_and_short,Surfing
v_Surfing_g15_c07,0,4,0,1,thin_and_short,Surfing
v_Surfing_g16_c02,0,4,0,1,thin_and_short,Surfing
v_Surfing_g19_c02,0,3,0,2,thin_and_short,Surfing
v_Surfing_g24_c04,0,0,3,2,wide_and_tall,Surfing
v_Swing_g01_c01,1,2,0,2,thin_and_short,Swing
v_Swing_g01_c04,0,4,1,0,thin_and_short,Swing
v_Swing_g02_c01,3,1,0,1,thin_and_tall,Swing
v_Swing_g02_c03,0,3,0,2,thin_and_short,Swing
v_Swing_g04_c01,3,0,1,1,thin_and_tall,Swing
v_Swing_g04_c02,1,0,2,2,wide_and_tall,Swing
v_Swing_g04_c04,0,3,0,2,thin_and_short,Swing
v_Swing_g05_c02,1,3,1,0,thin_and_short,Swing
v_Swing_g05_c05,1,2,0,2,thin_and_short,Swing
v_Swing_g10_c01,0,3,0,2,thin_and_short,Swing
v_Swing_g12_c02,1,1,0,3,wide_and_short,Swing
v_Swing_g14_c01,0,2,0,3,wide_and_short,Swing
v_Swing_g14_c02,2,1,0,2,thin_and_tall,Swing
v_Swing_g14_c04,1,1,0,3,wide_and_short,Swing
v_Swing_g15_c05,0,3,0,2,thin_and_short,Swing
v_Swing_g17_c03,0,3,0,2,thin_and_short,Swing
v_Swing_g20_c01,1,2,0,2,thin_and_short,Swing
v_Swing_g20_c02,2,0,1,2,thin_and_tall,Swing
v_Swing_g20_c05,1,2,0,2,thin_and_short,Swing
v_Swing_g22_c02,0,2,0,3,wide_and_short,Swing
v_TableTennisShot_g04_c03,0,3,0,2,thin_and_short,TableTennisShot
v_TableTennisShot_g04_c05,0,3,0,2,thin_and_short,TableTennisShot
v_TableTennisShot_g06_c01,0,0,3,2,wide_and_tall,TableTennisShot
v_TableTennisShot_g07_c04,0,2,0,3,wide_and_short,TableTennisShot
v_TableTennisShot_g09_c01,0,1,1,3,wide_and_short,TableTennisShot
v_TableTennisShot_g11_c01,0,0,0,5,wide_and_short,TableTennisShot
v_TableTennisShot_g12_c03,0,0,0,5,wide_and_short,TableTennisShot
v_TableTennisShot_g19_c01,0,1,0,4,wide_and_short,TableTennisShot
v_TableTennisShot_g19_c04,0,2,0,3,wide_and_short,TableTennisShot
v_TableTennisShot_g19_c06,0,2,0,3,wide_and_short,TableTennisShot
v_TableTennisShot_g20_c04,3,2,0,0,thin_and_tall,TableTennisShot
v_TableTennisShot_g20_c05,3,2,0,0,thin_and_tall,TableTennisShot
v_TableTennisShot_g23_c01,0,5,0,0,thin_and_short,TableTennisShot
v_TableTennisShot_g23_c06,0,4,0,1,thin_and_short,TableTennisShot
v_TableTennisShot_g23_c07,0,4,0,1,thin_and_short,TableTennisShot
v_TaiChi_g09_c03,0,3,0,2,thin_and_short,TaiChi
v_TaiChi_g11_c02,5,0,0,0,thin_and_tall,TaiChi
v_TaiChi_g15_c01,0,0,0,5,wide_and_short,TaiChi
v_TaiChi_g19_c03,0,2,0,3,wide_and_short,TaiChi
v_TaiChi_g21_c01,3,2,0,0,thin_and_tall,TaiChi
v_TaiChi_g22_c01,0,2,0,3,wide_and_short,TaiChi
v_TaiChi_g22_c02,0,2,0,3,wide_and_short,TaiChi
v_TennisSwing_g01_c01,0,1,0,4,wide_and_short,TennisSwing
v_TennisSwing_g01_c03,0,1,0,4,wide_and_short,TennisSwing
v_TennisSwing_g01_c05,0,0,0,5,wide_and_short,TennisSwing
v_TennisSwing_g02_c05,1,2,1,1,thin_and_short,TennisSwing
